
k_10_0.01_11_hive_2,94,97,97,93,96,96,99,95,97,97,96,97,97,97,94,97,99,96,95,98,96,98,94,95,97
k_10_0.01_11_hive_entropic,86,84,88,86,90,81,87,84,86,89,89,88,84,88,90,87,81,86,86,84,88,91,81,86,90
k_10_0.01_11_hive_kd,94,94,93,96,94,97,96,95,94,96,97,94,97,94,97,95,95,95,97,93,98,97,94,96,94
k_10_0.01_11_hive_pca,95,97,95,99,96,95,94,95,98,96,94,93,95,94,96,96,96,98,96,97,97,94,94,95,97
k_10_0.01_11_hive_random,95,95,95,96,92,94,93,95,94,92,95,96,94,95,93,94,92,96,92,96,92,91,95,96,95
k_10_0.01_11_hive_rp,95,97,95,94,94,97,94,95,97,95,94,95,96,94,97,97,95,94,97,93,95,95,93,96,96
k_10_0.01_11_hive_spectral,96,95,94,94,89,93,94,93,98,91,95,91,95,86,94,92,93,97,92,96,96,91,94,95,93
k_10_0.01_11_hive_where,95,95,95,97,96,98,92,95,97,97,96,95,94,97,96,95,97,96,96,95,97,95,98,95,96
k_10_0.01_13_hive_2,96,96,95,94,97,97,94,96,97,94,94,95,97,98,96,98,94,94,95,96,97,95,96,97,96
k_10_0.01_13_hive_entropic,79,82,82,79,86,81,88,81,80,84,84,79,86,84,86,79,84,84,80,92,86,84,84,82,81
k_10_0.01_13_hive_kd,97,94,96,97,97,94,94,96,94,97,95,96,98,96,95,95,98,96,97,97,93,96,96,98,96
k_10_0.01_13_hive_pca,96,95,95,94,95,95,96,95,92,93,99,96,97,94,94,95,98,96,94,98,97,98,94,96,95
k_10_0.01_13_hive_random,97,96,93,97,96,94,96,93,93,95,94,91,96,97,94,96,96,94,94,95,96,96,94,97,95
k_10_0.01_13_hive_rp,95,96,93,98,95,98,97,97,98,96,97,97,95,96,97,96,98,95,96,98,96,98,95,98,93
k_10_0.01_13_hive_spectral,92,96,93,95,95,96,93,91,92,94,97,93,95,96,93,91,94,97,96,97,92,93,96,94,94
k_10_0.01_13_hive_where,95,93,96,95,93,95,96,96,93,94,95,94,95,96,93,95,94,95,98,94,94,97,95,93,95
k_10_0.01_5_hive_2,95,96,97,98,96,96,96,97,95,96,95,97,97,96,93,97,97,96,97,94,96,97,95,94,95
k_10_0.01_5_hive_entropic,86,88,82,86,92,80,82,84,84,86,81,82,86,88,80,82,86,86,81,84,88,81,82,84,86
k_10_0.01_5_hive_kd,97,93,95,95,95,93,97,95,97,95,94,96,94,94,98,96,94,94,96,90,95,94,95,96,97
k_10_0.01_5_hive_pca,97,96,96,96,97,96,93,97,96,96,94,96,97,98,93,96,99,96,98,95,91,97,97,92,96
k_10_0.01_5_hive_random,93,93,93,96,94,95,95,95,97,93,94,95,93,94,96,95,96,90,95,94,97,96,94,95,95
k_10_0.01_5_hive_rp,96,96,98,96,95,97,95,94,95,97,96,98,97,95,96,96,96,97,94,95,94,98,93,97,95
k_10_0.01_5_hive_spectral,97,91,95,91,92,97,94,96,92,96,93,94,93,93,95,95,93,97,95,93,94,95,93,93,95
k_10_0.01_5_hive_where,96,91,94,96,93,92,97,94,97,95,95,94,93,96,94,94,95,94,94,97,91,96,95,94,97
k_10_0.01_7_hive_2,96,94,97,96,96,95,96,97,99,96,93,97,97,96,96,95,96,96,97,93,95,97,98,97,95
k_10_0.01_7_hive_entropic,81,87,80,89,79,73,92,80,82,82,80,84,89,78,84,82,88,80,82,82,82,84,86,78,77
k_10_0.01_7_hive_kd,95,95,97,96,97,94,96,97,93,96,96,98,97,97,94,93,98,96,96,98,94,96,97,96,95
k_10_0.01_7_hive_pca,97,97,96,96,94,98,96,94,97,95,99,97,97,99,95,95,97,94,90,97,98,97,94,96,97
k_10_0.01_7_hive_random,98,97,98,95,95,93,98,92,95,96,95,95,97,95,95,96,94,94,92,96,96,94,93,95,97
k_10_0.01_7_hive_rp,95,95,95,95,94,98,95,95,96,95,92,96,97,93,97,97,95,94,95,96,96,97,95,95,96
k_10_0.01_7_hive_spectral,95,94,96,92,95,94,94,93,94,95,94,93,96,96,95,93,93,94,93,95,93,97,82,96,92
k_10_0.01_7_hive_where,96,95,97,95,92,93,95,96,91,93,96,94,94,96,94,94,91,95,94,94,94,95,93,93,96
k_10_0.01_9_hive_2,96,96,98,93,97,96,95,98,93,96,95,97,98,96,97,96,97,96,97,96,93,96,98,97,96
k_10_0.01_9_hive_entropic,84,87,81,87,86,86,90,88,87,81,89,86,84,86,88,86,84,84,87,80,92,87,84,87,82
k_10_0.01_9_hive_kd,95,96,96,98,94,94,98,95,92,97,98,95,97,95,97,98,96,95,97,97,97,96,96,95,98
k_10_0.01_9_hive_pca,95,94,97,96,93,96,96,94,98,96,94,95,94,94,97,96,95,97,97,97,95,96,98,92,96
k_10_0.01_9_hive_random,93,94,94,93,94,96,93,91,94,96,95,95,94,93,96,95,93,97,93,95,95,95,91,94,96
k_10_0.01_9_hive_rp,96,97,98,98,93,91,97,95,95,97,98,95,92,93,97,94,96,96,93,96,95,95,92,98,95
k_10_0.01_9_hive_spectral,95,91,95,91,96,95,93,93,86,94,96,92,91,94,94,95,90,96,94,94,95,95,95,93,92
k_10_0.01_9_hive_where,94,94,95,94,94,96,95,95,94,96,92,94,94,96,95,96,93,94,98,94,94,94,94,97,95
k_10_0.05_11_hive_2,98,95,96,96,94,97,94,95,95,95,97,97,97,98,97,94,95,95,96,92,96,97,94,96,95
k_10_0.05_11_hive_entropic,82,82,80,84,86,78,87,79,80,87,89,82,81,82,80,87,88,79,90,81,80,84,86,81,84
k_10_0.05_11_hive_kd,98,95,96,96,94,97,96,98,95,94,96,95,97,98,95,96,94,96,95,96,98,95,97,96,97
k_10_0.05_11_hive_pca,95,93,94,96,96,98,96,97,97,94,95,96,99,95,96,97,98,97,97,94,98,97,96,98,96
k_10_0.05_11_hive_random,95,91,96,97,95,94,93,97,98,94,94,97,96,98,95,95,95,95,94,94,94,95,94,97,98
