
accumulo_GL_Tran_Gauss,99
accumulo_GL_Tran_KNN1,98
accumulo_GL_Tran_KNN10,97
accumulo_GL_Tran_KNN3,98
accumulo_GL_Tran_KNN5,98
accumulo_GL_Tran_Log,99
accumulo_Tran_Gauss,98
accumulo_Tran_KNN1,98
accumulo_Tran_KNN10,97
accumulo_Tran_KNN3,98
accumulo_Tran_KNN5,98
accumulo_Tran_Log,99
accumulo_Und_GL_Tran_Gauss,97
accumulo_Und_GL_Tran_KNN1,95
accumulo_Und_GL_Tran_KNN10,96
accumulo_Und_GL_Tran_KNN3,96
accumulo_Und_GL_Tran_KNN5,97
accumulo_Und_GL_Tran_Log,99
accumulo_Und_Tran_Gauss,98
accumulo_Und_Tran_KNN1,96
accumulo_Und_Tran_KNN10,96
accumulo_Und_Tran_KNN3,97
accumulo_Und_Tran_KNN5,97
accumulo_Und_Tran_Log,99
ant2_GL_Tran_Gauss,34
ant2_GL_Tran_KNN1,56
ant2_GL_Tran_KNN10,71
ant2_GL_Tran_KNN3,60
ant2_GL_Tran_KNN5,64
ant2_GL_Tran_Log,67
ant2_Tran_Gauss,63
ant2_Tran_KNN1,56
ant2_Tran_KNN10,71
ant2_Tran_KNN3,60
ant2_Tran_KNN5,64
ant2_Tran_Log,69
ant2_Und_GL_Tran_Gauss,34
ant2_Und_GL_Tran_KNN1,51
ant2_Und_GL_Tran_KNN10,61
ant2_Und_GL_Tran_KNN3,52
ant2_Und_GL_Tran_KNN5,52
ant2_Und_GL_Tran_Log,64
ant2_Und_Tran_Gauss,64
ant2_Und_Tran_KNN1,48
ant2_Und_Tran_KNN10,61
ant2_Und_Tran_KNN3,50
ant2_Und_Tran_KNN5,52
ant2_Und_Tran_Log,69
arc2_GL_Tran_Gauss,27
arc2_GL_Tran_KNN1,60
arc2_GL_Tran_KNN10,72
arc2_GL_Tran_KNN3,57
arc2_GL_Tran_KNN5,61
arc2_GL_Tran_Log,81
arc2_Tran_Gauss,39
arc2_Tran_KNN1,60
arc2_Tran_KNN10,72
arc2_Tran_KNN3,57
arc2_Tran_KNN5,61
arc2_Tran_Log,81
arc2_Und_GL_Tran_Gauss,23
arc2_Und_GL_Tran_KNN1,43
arc2_Und_GL_Tran_KNN10,58
arc2_Und_GL_Tran_KNN3,45
arc2_Und_GL_Tran_KNN5,46
arc2_Und_GL_Tran_Log,74
arc2_Und_Tran_Gauss,24
arc2_Und_Tran_KNN1,50
arc2_Und_Tran_KNN10,60
arc2_Und_Tran_KNN3,49
arc2_Und_Tran_KNN5,48
arc2_Und_Tran_Log,80
