
k_3_0.01_11_accumulo_2,0.0,0.0,99.4152046784,99.4152046784,99.4186046512
k_3_0.01_11_accumulo_entropic,0.0,99.4186046512,0.0,99.4152046784,99.4152046784,99.4152046784
k_3_0.01_11_accumulo_kd,99.4152046784,99.4152046784,99.4186046512,99.4186046512,99.4186046512
k_3_0.01_11_accumulo_pca,99.4186046512,0.0,99.4152046784,99.4152046784,0.0
k_3_0.01_11_accumulo_random,0.0,99.4152046784,99.4186046512,0.00581395348837,0.0,99.4186046512,99.4152046784,99.4152046784
k_3_0.01_11_accumulo_rp,99.4152046784,99.4152046784,99.4152046784,0.0,0.0,99.4152046784
k_3_0.01_11_accumulo_spectral,99.4186046512,99.4152046784,99.4152046784,99.4152046784,99.4186046512
k_3_0.01_11_accumulo_where,99.4186046512,99.4152046784,99.4186046512,99.4152046784,0.0
k_3_0.01_13_accumulo_2,99.4186046512,99.4152046784,99.4152046784,99.4186046512,0.0
k_3_0.01_13_accumulo_entropic,99.4186046512,99.4186046512,99.4186046512,99.4186046512,0.0,99.4186046512,0.0
k_3_0.01_13_accumulo_kd,0.0,0.0,0.0,0.0,99.4186046512
k_3_0.01_13_accumulo_pca,0.0,99.4152046784,99.4152046784,99.4152046784,99.4152046784
k_3_0.01_13_accumulo_random,99.4152046784,0.0,99.4186046512,99.4186046512,1.0,0.0,99.4152046784,99.4152046784,1.0
k_3_0.01_13_accumulo_rp,99.4186046512,99.4152046784,99.4152046784,99.4152046784,99.4186046512
k_3_0.01_13_accumulo_spectral,99.4152046784,0.0,0.0,0.0,99.4186046512
k_3_0.01_13_accumulo_where,99.4186046512,0.0,0.0,99.4152046784,99.4152046784
k_3_0.01_5_accumulo_2,0.0,99.4152046784,0.0,0.0,0.0
k_3_0.01_5_accumulo_entropic,99.4152046784,0.0,99.4186046512,0.0,99.4152046784,99.4152046784,99.4152046784
k_3_0.01_5_accumulo_kd,0.0,0.0,99.4186046512,99.4152046784,0.0
k_3_0.01_5_accumulo_pca,0.0,99.4186046512,99.4152046784,99.4186046512,0.0
k_3_0.01_5_accumulo_random,99.4152046784,0.0,99.4186046512,99.4152046784,99.4152046784,99.4186046512
