
k_3_0.01_11_accumulo_2,100.0,100.0,0.0,0.0,0.0
k_3_0.01_11_accumulo_entropic,100.0,0.0,100.0,0.0,0.0,0.0
k_3_0.01_11_accumulo_kd,0.0,0.0,0.0,0.0,0.0
k_3_0.01_11_accumulo_pca,0.0,100.0,0.0,0.0,100.0
k_3_0.01_11_accumulo_random,100.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0
k_3_0.01_11_accumulo_rp,0.0,0.0,0.0,100.0,100.0,0.0
k_3_0.01_11_accumulo_spectral,0.0,0.0,0.0,0.0,0.0
k_3_0.01_11_accumulo_where,0.0,0.0,0.0,0.0,100.0
k_3_0.01_13_accumulo_2,0.0,0.0,0.0,0.0,100.0
k_3_0.01_13_accumulo_entropic,0.0,0.0,0.0,0.0,100.0,0.0,100.0
k_3_0.01_13_accumulo_kd,100.0,100.0,100.0,100.0,0.0
k_3_0.01_13_accumulo_pca,100.0,0.0,0.0,0.0,0.0
k_3_0.01_13_accumulo_random,0.0,100.0,0.0,0.0,98.4244186047,100.0,0.0,0.0,98.4244186047
k_3_0.01_13_accumulo_rp,0.0,0.0,0.0,0.0,0.0
k_3_0.01_13_accumulo_spectral,0.0,100.0,100.0,100.0,0.0
k_3_0.01_13_accumulo_where,0.0,100.0,100.0,0.0,0.0
k_3_0.01_5_accumulo_2,100.0,0.0,100.0,100.0,100.0
k_3_0.01_5_accumulo_entropic,0.0,100.0,0.0,100.0,0.0,0.0,0.0
k_3_0.01_5_accumulo_kd,100.0,100.0,0.0,0.0,100.0
k_3_0.01_5_accumulo_pca,100.0,0.0,0.0,0.0,100.0
k_3_0.01_5_accumulo_random,0.0,100.0,0.0,0.0,0.0,0.0
k_3_0.01_5_accumulo_rp,0.0,0.0,0.0,0.0,0.0
k_3_0.01_5_accumulo_spectral,100.0,0.0,100.0,0.0,0.0
k_3_0.01_5_accumulo_where,100.0,100.0,100.0,0.0,0.0
k_3_0.01_7_accumulo_2,0.0,0.0,0.0,100.0,100.0
k_3_0.01_7_accumulo_entropic,0.0,100.0,100.0,0.0,100.0,100.0,0.0
k_3_0.01_7_accumulo_kd,100.0,0.0,0.0,100.0,0.0
k_3_0.01_7_accumulo_pca,100.0,100.0,0.0,100.0,0.0
k_3_0.01_7_accumulo_random,0.0,0.0,98.4244186047,100.0,0.0,0.0,98.4210526316,98.4210526316,0.0,98.4210526316
k_3_0.01_7_accumulo_rp,0.0,0.0,0.0,0.0,0.0
k_3_0.01_7_accumulo_spectral,100.0,100.0,100.0,100.0,0.0
k_3_0.01_7_accumulo_where,0.0,0.0,0.0,100.0,100.0
k_3_0.01_9_accumulo_2,0.0,0.0,100.0,100.0,0.0
k_3_0.01_9_accumulo_entropic,100.0,100.0,0.0,0.0,0.0,0.0
k_3_0.01_9_accumulo_kd,0.0,100.0,100.0,0.0,100.0
k_3_0.01_9_accumulo_pca,0.0,0.0,100.0,0.0,100.0
k_3_0.01_9_accumulo_random,0.0,98.4210526316,100.0,0.0,0.0,0.0,100.0,0.0,98.4210526316
k_3_0.01_9_accumulo_rp,0.0,0.0,100.0,0.0,0.0
k_3_0.01_9_accumulo_spectral,100.0,0.0,0.0,0.0,100.0
k_3_0.01_9_accumulo_where,0.0,0.0,0.0,100.0,100.0
k_3_0.05_11_accumulo_2,100.0,0.0,0.0,0.0,0.0
k_3_0.05_11_accumulo_entropic,0.0,100.0,100.0,0.0,0.0,0.0
k_3_0.05_11_accumulo_kd,0.0,100.0,100.0,100.0,100.0
k_3_0.05_11_accumulo_pca,100.0,0.0,0.0,0.0,100.0
k_3_0.05_11_accumulo_random,100.0,0.0,0.0,0.0,100.0,0.0,0.0
k_3_0.05_11_accumulo_rp,100.0,0.0,100.0,0.0,100.0
k_3_0.05_11_accumulo_spectral,100.0,0.0,0.0,100.0,0.0
k_3_0.05_11_accumulo_where,100.0,100.0,0.0,100.0,0.0
k_3_0.05_13_accumulo_2,100.0,100.0,0.0,100.0,100.0
k_3_0.05_13_accumulo_entropic,0.0,0.0,100.0,100.0,100.0,0.0,100.0
k_3_0.05_13_accumulo_kd,100.0,100.0,0.0,100.0,100.0
k_3_0.05_13_accumulo_pca,100.0,0.0,100.0,0.0,0.0
k_3_0.05_13_accumulo_random,0.0,0.0,0.0,0.0,0.0
k_3_0.05_13_accumulo_rp,0.0,100.0,0.0,0.0,100.0,0.0
k_3_0.05_13_accumulo_spectral,0.0,0.0,100.0,100.0,100.0
k_3_0.05_13_accumulo_where,100.0,0.0,100.0,0.0,100.0
k_3_0.05_5_accumulo_2,0.0,100.0,0.0,100.0,0.0
k_3_0.05_5_accumulo_entropic,0.0,100.0,0.0,0.0,100.0,100.0
k_3_0.05_5_accumulo_kd,0.0,0.0,0.0,0.0,0.0
k_3_0.05_5_accumulo_pca,100.0,0.0,0.0,0.0,0.0
k_3_0.05_5_accumulo_random,98.4244186047,100.0,0.0,100.0,0.0,0.0,0.0,0.0
k_3_0.05_5_accumulo_rp,0.0,100.0,0.0,0.0,0.0
k_3_0.05_5_accumulo_spectral,0.0,0.0,0.0,0.0,100.0
k_3_0.05_5_accumulo_where,0.0,0.0,100.0,100.0,100.0
k_3_0.05_7_accumulo_2,100.0,0.0,100.0,0.0,0.0
k_3_0.05_7_accumulo_entropic,0.0,0.0,0.0,0.0,0.0
k_3_0.05_7_accumulo_kd,100.0,100.0,100.0,100.0,100.0
k_3_0.05_7_accumulo_pca,0.0,100.0,100.0,0.0,0.0
k_3_0.05_7_accumulo_random,100.0,100.0,0.0,0.0,0.0,0.0,0.0
k_3_0.05_7_accumulo_rp,0.0,100.0,0.0,100.0,100.0,100.0
k_3_0.05_7_accumulo_spectral,0.0,100.0,100.0,0.0,0.0
k_3_0.05_7_accumulo_where,100.0,100.0,100.0,100.0,0.0
k_3_0.05_9_accumulo_2,0.0,100.0,0.0,0.0,100.0
k_3_0.05_9_accumulo_entropic,0.0,0.0,0.0,0.0,0.0
k_3_0.05_9_accumulo_kd,0.0,0.0,100.0,100.0,0.0
k_3_0.05_9_accumulo_pca,100.0,100.0,100.0,100.0,0.0
k_3_0.05_9_accumulo_random,0.0,100.0,0.0,0.0,0.0,0.0
k_3_0.05_9_accumulo_rp,0.0,0.0,0.0,0.0,100.0,0.0
k_3_0.05_9_accumulo_spectral,0.0,100.0,100.0,0.0,100.0
k_3_0.05_9_accumulo_where,100.0,100.0,0.0,0.0,100.0
k_3_0.15_11_accumulo_2,100.0,100.0,100.0,100.0,0.0
k_3_0.15_11_accumulo_entropic,0.0,0.0,0.0,0.0,0.0
k_3_0.15_11_accumulo_kd,100.0,0.0,0.0,0.0,0.0
k_3_0.15_11_accumulo_pca,100.0,0.0,100.0,100.0,0.0
k_3_0.15_11_accumulo_random,100.0,0.0,100.0,98.4244186047,0.0,0.0,100.0,0.0
