
k_3_0.01_11_openjpa_2,96,97,96,98,94,95,97,96,96,95,95,96,99,96,95,96,96,97,96,97,97,94,98,98,95
k_3_0.01_11_openjpa_entropic,94,98,93,95,94,95,99,93,97,97,94,94,95,95,92,95,96,93,93,94,99,93,97,93,93
k_3_0.01_11_openjpa_kd,95,98,97,97,99,95,96,96,96,98,96,99,95,97,96,96,97,97,97,93,97,94,96,96,98
k_3_0.01_11_openjpa_pca,97,96,96,95,99,97,96,95,95,96,98,98,97,97,97,97,94,98,97,97,95,97,98,95,97
k_3_0.01_11_openjpa_random,96,95,93,96,97,94,97,97,96,97,96,96,95,96,97,96,95,96,94,96,97,95,98,96,97
k_3_0.01_11_openjpa_rp,97,95,97,97,95,96,96,97,98,95,96,93,97,97,96,95,96,96,96,97,98,97,94,97,98
k_3_0.01_11_openjpa_spectral,96,94,96,97,97,93,95,95,98,93,96,93,95,94,97,95,97,96,96,96,96,98,94,96,96
k_3_0.01_11_openjpa_where,97,97,96,97,96,97,96,94,96,95,97,97,97,97,96,96,97,94,97,96,95,96,97,94,97
k_3_0.01_13_openjpa_2,96,94,95,94,97,94,98,96,97,94,96,97,97,98,98,96,94,94,96,94,96,97,96,96,97
k_3_0.01_13_openjpa_entropic,96,97,96,93,93,96,96,96,95,96,93,94,95,96,94,94,98,93,94,97,95,93,95,94,95
k_3_0.01_13_openjpa_kd,96,96,95,95,97,95,96,93,97,98,96,96,95,95,97,95,96,97,96,96,94,96,93,97,97
k_3_0.01_13_openjpa_pca,95,96,96,95,97,97,96,96,94,96,97,96,97,97,97,98,96,95,99,96,94,98,95,97,97
k_3_0.01_13_openjpa_random,99,96,96,96,95,95,97,96,98,94,94,96,96,96,97,96,95,98,97,94,94,94,96,98,94
k_3_0.01_13_openjpa_rp,97,95,96,97,97,93,96,98,96,94,95,94,96,95,97,96,96,96,98,98,96,99,95,97,96
k_3_0.01_13_openjpa_spectral,95,97,97,94,95,97,98,97,95,96,96,98,95,97,95,97,95,95,98,95,96,96,95,93,96
k_3_0.01_13_openjpa_where,98,96,96,96,97,96,97,96,96,97,96,93,96,97,97,95,93,97,96,98,96,96,97,96,95
k_3_0.01_5_openjpa_2,97,99,97,99,95,97,97,96,96,95,99,96,97,98,97,97,96,97,98,98,97,95,99,97,93
k_3_0.01_5_openjpa_entropic,94,94,95,94,96,95,94,96,94,96,95,94,94,96,97,94,92,92,97,94,96,97,94,96,95
k_3_0.01_5_openjpa_kd,97,96,95,97,96,95,96,97,95,95,99,93,96,96,97,96,97,94,99,97,98,97,96,95,96
