
elearning2_cart,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
k3_0.25_5_elearning2_cart_transfer,56
k3_0.25_5_elearning2_kd_global_transfer,56
k3_0.25_5_elearning2_kd_transfer,56
k_3_0.25_5_elearning2_kd,82,69,67,67,84,91,100,82,75,73,75,75,95,90,67,82,95,58,84,83,73,67
k_3_0.25_5_elearning2_kd_global,82,69,67,67,84,91,100,82,75,73,75,75,95,90,67,82,95,58,84,83,73,67
